OS,SP,ARCH,FILE,MINVER,FIXVER,DIR,BULLETIN,KB
5.2,2,x86,L3codecx.ax,8.110.7600.16000,1.6.0.52,\system32,bulletin,kb
5.1,3,x86,L3codecx.ax,8.110.7600.16000,1.6.0.52,\system32,bulletin,kb
6.1,3,x86,Mshtml.dll,8.0.7600.20000,8.0.7600.20745,\system32,bulletin,kb
6.1,3,x86,Mshtml.dll,8.0.7600.16000,8.0.7600.16625,\system32,bulletin,kb
6,3,x86,Mshtml.dll,8.0.6001.20000,8.0.6001.23040,\system32,bulletin,kb
6,3,x86,Mshtml.dll,8.0.6001.18000,8.0.6001.18943,\system32,bulletin,kb
6,2,x86,Mshtml.dll,7.0.6002.20000,7.0.6002.22434,\system32,bulletin,kb
6,2,x86,Mshtml.dll,7.0.6002.18000,7.0.6002.18278,\system32,bulletin,kb
6,1,x86,Mshtml.dll,7.0.6001.20000,7.0.6001.22720,\system32,bulletin,kb
6,1,x86,Mshtml.dll,7.0.6001.18000,7.0.6001.18498,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,8.0.6001.20000,8.0.6001.23037,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,8.0.0.0,8.0.6001.18939,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,7.0.6000.20000,7.0.6000.21283,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,7.0.0.0,7.0.6000.17080,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,6.0.0.0,6.0.3790.4732,\system32,bulletin,kb
5.1,3,x86,Mshtml.dll,8.0.6001.20000,8.0.6001.23037,\system32,bulletin,kb
5.1,3,x86,Mshtml.dll,8.0.0.0,8.0.6001.18939,\system32,bulletin,kb
5.1,3,x86,Mshtml.dll,7.0.6000.20000,7.0.6000.21283,\system32,bulletin,kb
5.1,3,x86,Mshtml.dll,7.0.0.0,7.0.6000.17080,\system32,bulletin,kb
5.1,3,x86,Mshtml.dll,6.0.2900.0,6.0.2900.6003,\system32,bulletin,kb
6.1,0,x86,Srv.sys,6.0.2900.0,6.1.7600.16619,\system32\drivers,bulletin,kb
6.1,0,x86,Srv.sys,6.1.7600.20000,6.1.7600.20740,\system32\drivers,bulletin,kb
6,1,x86,Srv.sys,6.1.7600.20000,6.0.6001.18495,\system32\drivers,bulletin,kb
6,1,x86,Srv.sys,6.0.6001.20000,6.0.6001.22715,\system32\drivers,bulletin,kb
6,2,x86,Srv.sys,6.0.6001.20000,6.0.6002.18274,\system32\drivers,bulletin,kb
6,2,x86,Srv.sys,6.0.6002.20000,6.0.6002.22427,\system32\drivers,bulletin,kb
5.2,2,x86,Srv.sys,6.0.6002.20000,5.2.3790.4733,\system32\drivers,bulletin,kb
5.1,3,x86,Srv.sys,6.0.6002.20000,5.1.2600.6002,\system32\drivers,bulletin,kb
6.1,3,x86,Iccvid.dll,6.0.6002.20000,1.10.0.13,\system32,bulletin,kb
6.1,3,x64,Iccvid.dll,6.0.6002.20000,1.10.0.13,\SysWOW64,bulletin,kb
6,3,x86,Iccvid.dll,6.0.6002.20000,1.10.0.13,\system32,bulletin,kb
6,3,x64,Iccvid.dll,6.0.6002.20000,1.10.0.13,\SysWOW64,bulletin,kb
5.2,3,x64,Wiccvid.dll,6.0.6002.20000,1.10.0.13,\SysWOW64,bulletin,kb
5.2,3,x64,Iccvid.dll,6.0.6002.20000,1.10.0.13,\SysWOW64,bulletin,kb
5.1,3,x86,Iccvid.dll,6.0.6002.20000,1.10.0.13,\system32,bulletin,kb
6.1,0,x86,Tcpip.sys,6.1.7600.20000,6.1.7600.20733,\system32\drivers,bulletin,kb
6.1,0,x86,Tcpip.sys,6.1.7600.16000,6.1.7600.16610,\system32\drivers,bulletin,kb
6,2,x86,Tcpip.sys,6.0.6002.22000,6.0.6002.22425,\system32\drivers,bulletin,kb
6,2,x86,Tcpip.sys,6.0.6002.18000,6.0.6002.18272,\system32\drivers,bulletin,kb
6,1,x86,Tcpip.sys,6.0.6001.22000,6.0.6001.22713,\system32\drivers,bulletin,kb
6,1,x86,Tcpip.sys,6.0.6001.18000,6.0.6001.18493,\system32\drivers,bulletin,kb
6.1,1,x86,Rtutils.dll,6.1.7600.20000,6.1.7600.20738,\system32,bulletin,kb
6.1,1,x86,Rtutils.dll,6.1.7600.16000,6.1.7600.16617,\system32,bulletin,kb
6,2,x86,Rtutils.dll,6.0.6002.20000,6.0.6002.22427,\system32,bulletin,kb
6,2,x86,Rtutils.dll,6.0.6002.18000,6.0.6002.18274,\system32,bulletin,kb
6,1,x86,Rtutils.dll,6.0.6001.22000,6.0.6001.22715,\system32,bulletin,kb
6,1,x86,Rtutils.dll,6.0.6000.16000,6.0.6001.18495,\system32,bulletin,kb
6,1,x86,mscorlib.dll,2.0.50727.1500,2.0.50727.1882,\Microsoft.NET\Framework\v2.0.50727,bulletin,'983587'
6,1,x86,mscorlib.dll,2.0.50727.3000,2.0.50727.3615,\Microsoft.NET\Framework\v2.0.50727,bulletin,'983588'
6,1,x86,mscorlib.dll,2.0.50727.4400,2.0.50727.4454,\Microsoft.NET\Framework\v2.0.50727,bulletin,'983588'
6,2,x86,mscorlib.dll,2.0.50727.4000,2.0.50727.4206,\Microsoft.NET\Framework\v2.0.50727,bulletin,'983589'
6,2,x86,mscorlib.dll,2.0.50727.4400,2.0.50727.4454,\Microsoft.NET\Framework\v2.0.50727,bulletin,'983589'
5.1,2,x86,mscorlib.dll,2.0.50727.3000,2.0.50727.3615,\Microsoft.NET\Framework\v2.0.50727,bulletin,'983582'
5.1,2,x86,mscorlib.dll,2.0.50727.4400,2.0.50727.4455,\Microsoft.NET\Framework\v2.0.50727,bulletin,'983582'
5.2,2,x86,mscorlib.dll,2.0.50727.3000,2.0.50727.3615,\Microsoft.NET\Framework\v2.0.50727,bulletin,'983582'
5.2,2,x86,mscorlib.dll,2.0.50727.4400,2.0.50727.4455,\Microsoft.NET\Framework\v2.0.50727,bulletin,'983582'
5.2,2,x64,mscorlib.dll,2.0.50727.1500,2.0.50727.1882,\Microsoft.NET\Framework\v2.0.50727,bulletin,'983582'
5.2,2,x64,mscorlib.dll,2.0.50727.3000,2.0.50727.3615,\Microsoft.NET\Framework\v2.0.50727,bulletin,'983582'#notlistedinKB
5.2,2,x64,mscorlib.dll,2.0.50727.4400,2.0.50727.4455,\Microsoft.NET\Framework\v2.0.50727,bulletin,'983582'
6.1,2,x64,mscorlib.dll,2.0.50727.4800,2.0.50727.4952,\Microsoft.NET\Framework\v2.0.50727,bulletin,'983590'
6.1,2,x64,mscorlib.dll,2.0.50727.5000,2.0.50727.5018,\Microsoft.NET\Framework\v2.0.50727,bulletin,'983590'
6.1,2,x64,Spoolsv.exe,6.1.7600.20000,6.1.7600.20785,\system32,bulletin,kb
6.1,2,x64,Spoolsv.exe,6.1.7600.16000,6.1.7600.16661,\system32,bulletin,kb
6,2,x64,Spoolsv.exe,6.0.6002.22000,6.0.6002.22468,\system32,bulletin,kb
6,2,x64,Spoolsv.exe,6.0.6002.18000,6.0.6002.18294,\system32,bulletin,kb
6,1,x64,Spoolsv.exe,6.0.6001.22000,6.0.6001.22743,\system32,bulletin,kb
6,1,x64,Spoolsv.exe,6.0.6001.18000,6.0.6001.18511,\system32,bulletin,kb
5.2,2,x64,Spoolsv.exe,6.0.6001.18000,5.2.3790.4759,\system32,bulletin,kb
5.1,3,x64,Spoolsv.exe,6.0.6001.18000,5.1.2600.6024,\system32,bulletin,kb
6,2,x64,Mp4sdecd.dll,11.0.6002.22000,11.0.6002.22377,\SysWOW64,bulletin,kb
6,2,x64,Mp4sdecd.dll,11.0.6002.22000,11.0.6002.18236,\SysWOW64,bulletin,kb
6,1,x64,Mp4sdecd.dll,11.0.6001.7100,11.0.6001.7117,\SysWOW64,bulletin,kb
6,1,x64,Mp4sdecd.dll,11.0.6001.7100,11.0.6001.7009,\SysWOW64,bulletin,kb
6,2,x64,Mp4sdecd.dll,11.0.6002.22000,11.0.6002.22377,\system32,bulletin,kb
6,2,x64,Mp4sdecd.dll,11.0.6002.22000,11.0.6002.18236,\system32,bulletin,kb
6,1,x64,Mp4sdecd.dll,11.0.6001.7100,11.0.6001.7117,\system32,bulletin,kb
6,1,x64,Mp4sdecd.dll,11.0.6001.7100,11.0.6001.7009,\system32,bulletin,kb
5.2,2,x64,mp4sds32.ax,11.0.6001.7100,8.0.0.406,\SysWOW64,bulletin,kb
5.2,2,x64,mpg4ds32.ax,11.0.6001.7100,8.0.0.4504,\SysWOW64,bulletin,kb
5.2,2,x64,mp4sdmod.dll,10.0.0.0,10.0.0.3706,\SysWOW64,bulletin,kb
5.2,2,x64,mp4sdecd.dll,11.0.0.0,11.0.5721.5274,\SysWOW64,bulletin,kb
5.2,2,x86,mp4sds32.ax,11.0.0.0,8.0.0.406,\system32,bulletin,kb
5.2,2,x86,mpg4ds32.ax,11.0.0.0,8.0.0.4504,\system32,bulletin,kb
5.2,2,x86,mp4sdmod.dll,10.0.0.0,10.0.0.4007,\system32,bulletin,kb
5.1,3,x86,mpg4ds32.ax,10.0.0.0,8.0.0.4504,\system32,bulletin,kb
5.1,3,x86,mp4sds32.ax,10.0.0.0,8.0.0.406,\system32,bulletin,kb
5.1,3,x86,mp4sdmod.dll,10.0.0.0,9.0.0.4509,\system32,bulletin,kb
5.1,3,x86,mp4sdmod.dll,10.0.0.0,10.0.0.3706,\system32,bulletin,kb
5.1,3,x86,mp4sdecd.dll,11.0.0.0,11.0.5721.5274,\system32,bulletin,kb
6,2,x64,Usp10.dll,1.626.6002.22000,1.626.6002.22384,\SysWOW64,bulletin,'981322'
6,2,x64,Usp10.dll,1.626.6002.18000,1.626.6002.18244,\SysWOW64,bulletin,'981322'
6,1,x64,Usp10.dll,1.626.6001.22000,1.626.6001.22672,\SysWOW64,bulletin,'981322'
6,1,x64,Usp10.dll,1.626.6001.22000,1.626.6001.18461,\SysWOW64,bulletin,'981322'
6,2,x64,Usp10.dll,1.626.6002.22000,1.626.6002.22384,\system32,bulletin,'981322'
6,2,x64,Usp10.dll,1.626.6002.18000,1.626.6002.18244,\system32,bulletin,'981322'
6,1,x64,Usp10.dll,1.626.6001.22000,1.626.6001.22672,\system32,bulletin,'981322'
6,1,x64,Usp10.dll,1.626.6001.22000,1.626.6001.18461,\system32,bulletin,'981322'
5.2,2,x64,Usp10.dll,1.626.6001.22000,1.422.3790.4695,\SysWOW64,bulletin,'981322'
5.2,2,x64,Usp10.dll,1.626.6001.22000,1.422.3790.4695,\system32,bulletin,'981322'
5.2,2,x86,Usp10.dll,1.626.6001.22000,1.422.3790.4695,\system32,bulletin,'981322'
5.1,3,x86,Usp10.dll,1.626.6001.22000,1.420.2600.5969,\system32,bulletin,'981322'
5.1,3,x86,Usp10.dll,1.626.6001.22000,1.626.6002.22402,\system32,bulletin,'2288621'
5.1,3,x86,Usp10.dll,1.626.6001.22000,1.626.6002.22402,\system32,bulletin,'2288621'
5.1,3,x86,Usp10.dll,1.626.6001.22000,1.626.6000.21258,\system32,bulletin,'2288613'
5.1,3,x86,Usp10.dll,1.626.6001.22000,1.626.6000.21258,\system32,bulletin,'2288613'
5.1,3,x86,Usp10.dll,1.626.6001.22000,1.420.2600.5969,\system32,bulletin,'2288608'
5.1,3,x86,Usp10.dll,1.626.6001.22000,1.420.2600.5969,\system32,bulletin,'2288608'
5.1,3,x86,Contab32.dll,1.626.6001.22000,10.0.6785.0,\system32,bulletin,'2293422'
5.1,3,x86,Contab32.dll,1.626.6001.22000,11.0.8307.0,\system32,bulletin,'2293428'
5.1,3,x86,Outlook.exe,1.626.6001.22000,12.0.6539.5000,\system32,bulletin,'2288953'
6.1,3,x86,Asp.dll,7.5.7600.20000,7.5.7600.20741,\system32\inetsrv,bulletin,'2124261'
6.1,3,x86,Asp.dll,7.5.7600.16000,7.5.7600.16620,\system32\inetsrv,bulletin,'2124261'
6.1,3,x86,Cgi.dll,7.5.7600.20000,7.5.7600.20752,\system32\inetsrv,bulletin,'2271195'
6.1,3,x86,Cgi.dll,7.5.7600.16000,7.5.7600.16632,\system32\inetsrv,bulletin,'2271195'
6,2,x86,Asp.dll,7.0.6002.22000,7.0.6002.22431,\system32\inetsrv,bulletin,'2124261'
6,2,x86,Asp.dll,7.0.6002.18000,7.0.6002.18276,\system32\inetsrv,bulletin,'2124261'
6,1,x86,Asp.dll,7.0.6001.22000,7.0.6001.22718,\system32\inetsrv,bulletin,'2124261'
6,1,x86,Asp.dll,7.0.6001.18000,7.0.6001.18497,\system32\inetsrv,bulletin,'2124261'
5.2,2,x86,Asp.dll,7.0.6001.18000,6.0.3790.4735,\system32\inetsrv,bulletin,'2124261'
5.1,3,x86,Infocomm.dll,7.0.6001.18000,6.0.2600.6018,\system32\inetsrv,bulletin,'2124261'
5.1,3,x86,Asp51.dll,7.0.6001.18000,5.1.2600.6007,\system32\inetsrv,bulletin,'2124261'
5.2,2,x86,Rpcrt4.dll,7.0.6001.18000,5.2.3790.4750,\system32,bulletin,kb
5.1,3,x86,Rpcrt4.dll,7.0.6001.18000,5.1.2600.6015,\system32,bulletin,kb
5.2,2,x86,Mswrd8.wpc,7.0.6001.18000,2010.6.31.10,\system32,bulletin,kb
5.1,3,x86,Mswrd8.wpc,7.0.6001.18000,2010.6.31.10,\system32,bulletin,kb
6.1,0,x86,Ntdsai.dll,6.1.7600.20000,6.1.7600.20735,\system32,bulletin,'981550'
6.1,0,x86,Ntdsai.dll,6.1.7600.16000,6.1.7600.16612,\system32,bulletin,'981550'
6,2,x86,Ntdsai.dll,6.0.6002.20000,6.0.6002.22384,\system32,bulletin,'981550'
6,2,x86,Ntdsai.dll,6.0.6002.18000,6.0.6002.18244,\system32,bulletin,'981550'
6,1,x86,Ntdsai.dll,6.0.6001.20000,6.0.6001.22672,\system32,bulletin,'981550'
6,1,x86,Ntdsai.dll,6.0.6001.20000,6.0.6001.18461,\system32,bulletin,'981550'
5.2,2,x86,ntdsa.dll,6.0.6001.20000,5.2.3790.4754,\system32,bulletin,'981550'
5.2,2,x86,adamdsa.dll,6.0.6001.20000,1.1.3790.4722,\ADAM,bulletin,'982000'
5.1,3,x86,adamdsa.dll,6.0.6001.20000,1.1.3790.4722,\ADAM,bulletin,'982000'
5.2,2,x86,Winsrv.dll,6.0.6001.20000,5.2.3790.4729,\system32,bulletin,kb
5.1,3,x86,Winsrv.dll,6.0.6001.20000,5.1.2600.6001,\system32,bulletin,kb
5.1,3,x86,System.Web.dll,1.1.4322.0,1.1.4322.2470,\Microsoft.NET\Framework\v1.1.4322;,bulletin,kb
5.2,3,x64,System.Web.dll,1.1.4322.0,1.1.4322.2470,\Microsoft.NET\Framework\v1.1.4322;,bulletin,kb
6,3,x64,System.Web.dll,1.1.4322.0,1.1.4322.2470,\Microsoft.NET\Framework\v1.1.4322;,bulletin,kb
5.2,3,x86,System.Web.dll,1.1.4322.0,1.1.4322.2470,\Microsoft.NET\Framework\v1.1.4322;,bulletin,kb
5.1,3,x86,System.Web.dll,2.0.50727.1433,2.0.50727.1887,\Microsoft.NET\Framework\v2.0.50727;,bulletin,kb
5.2,3,x86,System.Web.dll,2.0.50727.1433,2.0.50727.1887,\Microsoft.NET\Framework\v2.0.50727;,bulletin,kb
5.1,3,x86,System.Web.Extensions.dll,3.5.21022.0,3.5.21022.239,\Microsoft.NET\Framework\v2.0.50727;,bulletin,kb
5.2,3,x86,System.Web.Extensions.dll,3.5.21022.0,3.5.21022.239,\Microsoft.NET\Framework\v2.0.50727;,bulletin,kb
6,2,x86,System.Web.Extensions.dll,3.5.21022.0,3.5.21022.239,\Microsoft.NET\Framework\v2.0.50727;,bulletin,kb
5.1,2,x86,System.Web.dll,2.0.50727.3000,2.0.50727.3618,\Microsoft.NET\Framework\v2.0.50727;,bulletin,kb
5.1,2,x86,System.Web.dll,2.0.50727.5000,2.0.50727.5053,\Microsoft.NET\Framework\v2.0.50727;,bulletin,kb
5.2,2,x86,System.Web.dll,2.0.50727.3000,2.0.50727.3618,\Microsoft.NET\Framework\v2.0.50727;,bulletin,kb
5.2,2,x86,System.Web.dll,2.0.50727.5000,2.0.50727.5053,\Microsoft.NET\Framework\v2.0.50727;,bulletin,kb
5.1,2,x86,System.Web.Extensions.dll,3.5.30729.0,3.5.30729.3644,\Microsoft.NET\Framework\v2.0.50727;,bulletin,kb
5.1,2,x86,System.Web.Extensions.dll,3.5.30729.5000,3.5.30729.5053,\Microsoft.NET\Framework\v2.0.50727;,bulletin,kb
5.2,2,x86,System.Web.Extensions.dll,3.5.30729.0,3.5.30729.3644,\Microsoft.NET\Framework\v2.0.50727;,bulletin,kb
5.2,2,x86,System.Web.Extensions.dll,3.5.30729.5000,3.5.30729.5053,\Microsoft.NET\Framework\v2.0.50727;,bulletin,kb
6,2,x86,System.Web.Extensions.dll,3.5.30729.0,3.5.30729.3644,\Microsoft.NET\Framework\v2.0.50727;,bulletin,kb
6,2,x86,System.Web.Extensions.dll,3.5.30729.5000,3.5.30729.5053,\Microsoft.NET\Framework\v2.0.50727;,bulletin,kb
6,1,x86,System.web.dll,2.0.50727.1000,2.0.50727.1887,\Microsoft.NET\Framework\v2.0.50727;,bulletin,kb
6,1,x86,System.web.dll,2.0.50727.3000,2.0.50727.3618,\Microsoft.NET\Framework\v2.0.50727;,bulletin,kb
6,1,x86,System.web.dll,2.0.50727.4400,2.0.50727.5053,\Microsoft.NET\Framework\v2.0.50727;,bulletin,kb
6,2,x86,System.web.dll,2.0.50727.3000,2.0.50727.4209,\Microsoft.NET\Framework\v2.0.50727;,bulletin,kb
6,2,x86,System.web.dll,2.0.50727.4400,2.0.50727.5053,\Microsoft.NET\Framework\v2.0.50727;,bulletin,kb
6.1,0,x86,System.web.dll,2.0.50727.5000,2.0.50727.5053,\Microsoft.NET\Framework\v2.0.50727;,bulletin,kb
6.1,0,x86,System.web.dll,2.0.50727.4000,2.0.50727.4955,\Microsoft.NET\Framework\v2.0.50727;,bulletin,kb
5.1,0,x86,System.Web.dll,4.0.30319.0,4.0.30319.206,\Microsoft.NET\Framework\v4.0.30319;,bulletin,kb
5.1,0,x86,System.Web.dll,4.0.30319.300,4.0.30319.363,\Microsoft.NET\Framework\v4.0.30319;,bulletin,kb
5.2,0,x86,System.Web.dll,4.0.30319.0,4.0.30319.206,\Microsoft.NET\Framework\v4.0.30319;,bulletin,kb
5.2,0,x86,System.Web.dll,4.0.30319.300,4.0.30319.363,\Microsoft.NET\Framework\v4.0.30319;,bulletin,kb
6,0,x86,System.Web.dll,4.0.30319.0,4.0.30319.206,\Microsoft.NET\Framework\v4.0.30319;,bulletin,kb
6,0,x86,System.Web.dll,4.0.30319.300,4.0.30319.363,\Microsoft.NET\Framework\v4.0.30319;,bulletin,kb
6.1,0,x86,System.Web.dll,4.0.30319.0,4.0.30319.206,\Microsoft.NET\Framework\v4.0.30319;,bulletin,kb
6.1,0,x86,System.Web.dll,4.0.30319.300,4.0.30319.363,\Microsoft.NET\Framework\v4.0.30319;,bulletin,kb
6.1,0,x86,Mshtml.dll,8.0.7600.20000,8.0.7600.20795,\system32,bulletin,kb
6.1,0,x86,Mshtml.dll,8.0.7600.16000,8.0.7600.16671,\system32,bulletin,kb
6,0,x86,Mshtml.dll,8.0.6001.20000,8.0.6001.23067,\system32,bulletin,kb
6,0,x86,Mshtml.dll,8.0.6001.18000,8.0.6001.18975,\system32,bulletin,kb
6,2,x86,Mshtml.dll,7.0.6002.20000,7.0.6002.22477,\system32,bulletin,kb
6,2,x86,Mshtml.dll,7.0.6002.18000,7.0.6002.18304,\system32,bulletin,kb
6,1,x86,Mshtml.dll,7.0.6001.20000,7.0.6001.22753,\system32,bulletin,kb
6,1,x86,Mshtml.dll,7.0.6001.18000,7.0.6001.18522,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,8.0.0.0,8.0.6001.18972,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,7.0.0.0,7.0.6000.17091,\system32,bulletin,kb
5.2,2,x86,Mshtml.dll,6.0.0.0,6.0.3790.4772,\system32,bulletin,kb
5.1,3,x86,Mshtml.dll,8.0.0.0,8.0.6001.18972,\system32,bulletin,kb
5.1,3,x86,Mshtml.dll,7.0.0.0,7.0.6000.17091,\system32,bulletin,kb
5.1,3,x86,Mshtml.dll,6.0.2900.0,6.0.2900.6036,\system32,bulletin,kb
5.1,3,x86,msoserver.dll,14.0.0.0,14.0.5120.5000,\system32,bulletin,kb
5.1,3,x86,Groovems.dll,14.0.0.0,14.0.5123.5000,\system32,bulletin,kb
6.1,0,x86,Win32k.sys,6.1.7600.20000,6.1.7600.20792,\system32,bulletin,kb
6.1,0,x86,Win32k.sys,6.1.7600.16000,6.1.7600.16667,\system32,bulletin,kb
6,2,x86,Win32k.sys,6.0.6002.22000,6.0.6002.22478,\system32,bulletin,kb
6,2,x86,Win32k.sys,6.0.6002.18000,6.0.6002.18305,\system32,bulletin,kb
6,1,x86,Win32k.sys,6.0.6001.22000,6.0.6001.22754,\system32,bulletin,kb
6,1,x86,Win32k.sys,6.0.6001.18000,6.0.6001.18523,\system32,bulletin,kb
5.2,1,x86,Win32k.sys,5.2.0.0,5.2.3790.4769,\system32,bulletin,kb
5.1,3,x86,Win32k.sys,5.1.0.0,5.1.2600.6033,\system32,bulletin,kb
6.1,3,x64,Mfc40u.dll,5.1.0.0,4.1.0.6151,\SysWOW64,bulletin,kb
6.1,3,x64,Mfc40u.dll,5.1.0.0,4.1.0.6151,\System32,bulletin,kb
6,2,x64,Mfc40u.dll,5.1.0.0,4.1.0.6151,\SysWOW64,bulletin,kb
6,1,x64,Mfc40u.dll,5.1.0.0,4.1.0.6151,\SysWOW64,bulletin,kb
6,2,x64,Mfc40u.dll,5.1.0.0,4.1.0.6151,\system32,bulletin,kb
6,1,x64,Mfc40u.dll,5.1.0.0,4.1.0.6151,\system32,bulletin,kb
5.2,2,x64,Mfc40u.dll,5.1.0.0,4.1.0.6151,\SysWOW64,bulletin,kb
5.2,2,x64,Mfc40u.dll,5.1.0.0,4.1.0.6151,\System32,bulletin,kb
5.1,3,x86,Mfc42u.dll,5.1.0.0,6.2.8073.0,\System32,bulletin,kb
5.1,3,x86,Mfc40u.dll,5.1.0.0,4.1.0.6151,\System32,bulletin,kb
6.1,3,x86,Wmpmde.dll,12.0.7600.20000,12.0.7600.20787,\System32,bulletin,kb
6.1,3,x86,Wmpmde.dll,12.0.7600.20000,12.0.7600.16661,\System32,bulletin,kb
6,2,x86,Wmpmde.dll,11.0.6002.22000,11.0.6002.22471,\System32,bulletin,kb
6,2,x86,Wmpmde.dll,11.0.6002.22000,11.0.6002.18297,\System32,bulletin,kb
6,1,x86,Wmpmde.dll,11.0.6001.7100,11.0.6001.7117,\System32,bulletin,kb
6,1,x86,Wmpmde.dll,11.0.6001.7100,11.0.6001.7009,\System32,bulletin,kb
6.1,1,x86,T2embed.dll,6.1.7600.20000,6.1.7600.20788,\System32,bulletin,kb
6.1,1,x86,T2embed.dll,6.1.7600.20000,6.1.7600.16663,\System32,bulletin,kb
6,2,x86,T2embed.dll,6.0.6002.20000,6.0.6002.22475,\System32,bulletin,kb
6,2,x86,T2embed.dll,6.0.6002.20000,6.0.6002.18301,\System32,bulletin,kb
6,1,x86,T2embed.dll,6.0.6001.22000,6.0.6001.22750,\System32,bulletin,kb
6,1,x86,T2embed.dll,6.0.6001.22000,6.0.6001.18520,\System32,bulletin,kb
5.2,2,x86,T2embed.dll,6.0.6001.22000,5.2.3790.4766,\System32,bulletin,kb
5.1,3,x86,T2embed.dll,6.0.6001.22000,5.1.2600.6031,\System32,bulletin,kb
6.1,3,x86,clrjit.dll,4.0.30319.300,4.0.30319.336,dir,bulletin,kb
6.1,3,x86,clrjit.dll,4.0.30319.300,4.0.30319.202,dir,bulletin,kb
6,3,x86,clrjit.dll,4.0.30319.300,4.0.30319.336,dir,bulletin,kb
6,3,x86,clrjit.dll,4.0.30319.300,4.0.30319.202,dir,bulletin,kb
5.2,2,x86,clrjit.dll,4.0.30319.300,4.0.30319.336,dir,bulletin,kb
5.2,2,x86,clrjit.dll,4.0.30319.300,4.0.30319.202,dir,bulletin,kb
5.2,2,x86,Atmfd.dll,4.0.30319.300,5.2.2.229,\System32,bulletin,kb
5.1,2,x86,Atmfd.dll,4.0.30319.300,5.1.2.229,\System32,bulletin,kb
5.1,2,x86,msoserver.dll,14.0.0.0,14.0.5120.5000,\System32,bulletin,kb
6.1,0,x86,Comctl32.dll,6.10.7600.20000,6.10.7600.20787,\system32,bulletin,kb
6.1,0,x86,Comctl32.dll,6.10.7600.16000,6.10.7600.16661,\system32,bulletin,kb
6.1,0,x86,Comctl32.dll,5.82.7600.20000,5.82.7600.20787,\system32,bulletin,kb
6.1,0,x86,Comctl32.dll,5.82.7600.16000,5.82.7600.16661,\system32,bulletin,kb
6,2,x86,Comctl32.dll,5.82.6002.22000,5.82.6002.22480,\system32,bulletin,kb
6,2,x86,Comctl32.dll,5.82.6002.18000,5.82.6002.18305,\system32,bulletin,kb
6,1,x86,Comctl32.dll,5.82.6001.22000,5.82.6001.22755,\system32,bulletin,kb
6,1,x86,Comctl32.dll,5.82.6001.18000,5.82.6001.18523,\system32,bulletin,kb
5.2,1,x86,Comctl32.dll,5.82.6001.18000,5.82.3790.4770,\system32,bulletin,kb
5.1,3,x86,Comctl32.dll,5.82.2900.0000,5.82.2900.6028,\system32,bulletin,kb
5.1,3,x86,Comctl32.dll,6.0.2900.0000,6.0.2900.6028,\system32,bulletin,kb
6.1,3,x86,Wmp.dll,12.0.7600.20000,12.0.7600.20792,\system32,bulletin,kb
6.1,3,x86,Wmp.dll,12.0.7600.16000,12.0.7600.16667,\system32,bulletin,kb
6,2,x86,Wmploc.dll,11.0.6002.20000,11.0.6002.22486,\system32,bulletin,kb
6,2,x86,Wmploc.dll,11.0.6002.18000,11.0.6002.18311,\system32,bulletin,kb
6,1,x86,Wmploc.dll,11.0.6001.7100,11.0.6001.7118,\system32,bulletin,kb
6,1,x86,Wmploc.dll,11.0.6001.7000,11.0.6001.7010,\system32,bulletin,kb
5.2,2,x64,Wmp.dll,10.0.0.0,10.0.0.4008,\SysWOW64,bulletin,kb
5.2,2,x86,Wmp.dll,10.0.0.0,10.0.0.4008,\system32,bulletin,kb
5.1,3,x86,Wmp.dll,11.0.0.0,11.0.5721.5280,\system32,bulletin,kb
5.1,3,x86,Wmp.dll,10.0.0.0,10.0.0.4081,\system32,bulletin,kb
5.1,3,x86,Wmp.dll,9.0.0.0,9.0.0.4510,\system32,bulletin,kb
6.1,3,x86,Ole32.dll,6.0.7600.20000,6.1.7600.20744,\system32,bulletin,979687
6.1,3,x86,Ole32.dll,6.0.7600.16000,6.1.7600.16624,\system32,bulletin,979687
6,2,x86,Ole32.dll,6.0.6002.22000,6.0.6002.22433,\system32,bulletin,979687
6,2,x86,Ole32.dll,6.0.6002.18000,6.0.6002.18277,\system32,bulletin,979687
6,1,x86,Ole32.dll,6.0.6001.22000,6.0.6001.22720,\system32,bulletin,979687
6,1,x86,Ole32.dll,6.0.6001.18000,6.0.6001.18498,\system32,bulletin,979687
5.2,1,x86,Ole32.dll,6.0.6001.18000,5.2.3790.4750,\system32,bulletin,979687
5.1,1,x86,Ole32.dll,6.0.6001.18000,5.1.2600.6010,\system32,bulletin,979687
6.1,1,x86,StructuredQuery.dll,7.0.7600.20000,7.0.7600.20707,\system32,bulletin,979688
6.1,1,x86,StructuredQuery.dll,7.0.7600.16000,7.0.7600.16587,\system32,bulletin,979688
6,1,x86,msshsq.dll,7.0.6002.22000,7.0.6002.22398,\system32,bulletin,979688
6,1,x86,msshsq.dll,7.0.6002.18000,7.0.6002.18255,\system32,bulletin,979688
6,1,x86,msshsq.dll,6.0.6001.22000,6.0.6001.22685,\system32,bulletin,979688
